fileName,buggy_line,rank,rEFail,rEPass,num_failed_cetest,num_passed_cetest,num_failed_stetest,num_passed_stetest,num_failed_test,failed_tests_coverage_length,num_passed_test_execute_buggy_line,num_failed_test_execute_buggy_line,total_line,bug_id,num_failed_test,type_refail,type_repass
com/fasterxml/jackson/core/util/JsonParserSequence.java,107,254.5,0,0,0,0,0,0,1,396,1,1,34833,jacksoncore016,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,717,645,0,0,0,0,0,0,12,1180,3,8,38839,jacksoncore022,12,rEFail=0,rEPass=0
com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,126,214,0,0,0,0,0,0,1,324,1,1,26006,jacksoncore003,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/io/IOContext.java,274,11.5,0,NaN,0,0,0,0,1,23,0,1,31198,jacksoncore014,1,rEFail=0,0<rEPass<1
com/fasterxml/jackson/core/JsonPointer.java,193,27.5,0,0,0,0,0,0,1,42,4,1,25683,jacksoncore006,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,108,101,0,NaN,0,0,0,0,1,206,0,1,41644,jacksoncore026,1,rEFail=0,0<rEPass<1
com/fasterxml/jackson/core/util/TextBuffer.java,307,6,0,0,0,0,0,0,1,15,0,1,27732,jacksoncore008,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/filter/FilteringParserDelegate.java,238,219,0,NaN,0,0,0,0,3,887,0,3,36852,jacksoncore021,3,rEFail=0,0<rEPass<1
com/fasterxml/jackson/core/util/TextBuffer.java,586,5.5,0,0,0,0,0,0,1,34,1,1,25654,jacksoncore004,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer.java,925,11.5,0,0,0,0,0,0,4,687,4,4,30603,jacksoncore010,4,rEFail=0,rEPass=0
com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,622,56.5,0,0,0,0,0,0,1,230,0,1,31073,jacksoncore012,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/base/ParserBase.java,869,22.5,0.875,0.0344827586206897,7,1,0,0,8,678,0,3,41573,jacksoncore024,8,0<rEFail<1,0<rEPass<1
com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java,952,72,0,0,0,0,0,0,2,335,0,1,25611,jacksoncore002,2,rEFail=0,rEPass=0
com/fasterxml/jackson/core/JsonPointer.java,193,19.5,0,0,0,0,0,0,1,31,3,1,25682,jacksoncore005,1,rEFail=0,rEPass=0
com/fasterxml/jackson/core/JsonGenerator.java,1330,4,0.5,0,1,0,0,0,2,69,0,2,35014,jacksoncore020,2,0<rEFail<1,rEPass=0
com/fasterxml/jackson/core/json/JsonWriteContext.java,169,2,0,0,0,0,0,0,2,211,0,2,26356,jacksoncore007,2,rEFail=0,rEPass=0
com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java,255,1,1,0,0,0,1,0,1,16,0,1,41367,jacksoncore023,1,rEFail=1,rEPass=0
org/apache/commons/math/ode/nonstiff/RungeKuttaIntegrator.java,180,4.5,0,0.235294117647059,0,4,0,0,2,457,0,1,85992,math071,2,rEFail=0,0<rEPass<1
org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,274,142,0,0.222222222222222,0,2,0,0,1,259,8,1,134112,math023,1,rEFail=0,0<rEPass<1
org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java,198,31.5,0,0.0833333333333333,0,0,0,1,1,91,1,1,80745,math085,1,rEFail=0,0<rEPass<1
org/apache/commons/math/analysis/BrentSolver.java,138,32,0,0.5,0,0,0,2,1,45,4,1,42188,math097,1,rEFail=0,0<rEPass<1
org/apache/commons/math/complex/Complex.java,257,1,0,0.0087719298245614,0,1,0,0,2,116,2,2,112925,math047,2,rEFail=0,0<rEPass<1
org/apache/commons/math3/optimization/direct/CMAESOptimizer.java,921,532.5,0,0.347826086956522,0,8,0,0,1,922,15,1,135958,math020,1,rEFail=0,0<rEPass<1
org/apache/commons/math/util/MultidimensionalCounter.java,237,142.5,0,0.5,0,1,0,1,1,341,0,1,96277,math056,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/complex/Complex.java,305,1.5,0,0.00819672131147541,0,1,0,0,1,10,0,1,161650,math005,1,rEFail=0,0<rEPass<1
org/apache/commons/math/geometry/Vector3D.java,473,1,0,0.166666666666667,0,3,0,0,1,7,2,1,96278,math055,1,rEFail=0,0<rEPass<1
org/apache/commons/math/stat/Frequency.java,303,1.5,0,0.285714285714286,0,0,0,2,1,44,0,1,83821,math075,1,rEFail=0,0<rEPass<1
org/apache/commons/math/stat/correlation/PearsonsCorrelation.java,171,36,0,0.133333333333333,0,0,0,2,2,232,5,2,87209,math069,2,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/linear/SimplexTableau.java,275,118.5,0,0.181818181818182,0,2,0,0,1,197,11,1,76771,math087,1,rEFail=0,0<rEPass<1
org/apache/commons/math/distribution/PoissonDistributionImpl.java,94,2,1,0,1,0,0,0,1,21,0,1,98503,math061,1,rEFail=1,rEPass=0
org/apache/commons/math/util/MathUtils.java,1624,14.5,0,0,0,0,0,0,1,31,1,1,82505,math079,1,rEFail=0,rEPass=0
org/apache/commons/math/linear/EigenDecompositionImpl.java,603,348.5,0,0,0,0,0,0,1,435,16,1,82451,math081,1,rEFail=0,rEPass=0
org/apache/commons/math3/genetics/ElitisticListPopulation.java,51,3.5,1,0.5,4,2,0,0,4,11,0,2,124292,math035,4,rEFail=1,0<rEPass<1
org/apache/commons/math/linear/SingularValueDecompositionImpl.java,166,162.5,0,0.2,0,0,0,1,2,531,4,2,83815,math076,2,rEFail=0,0<rEPass<1
org/apache/commons/math/dfp/Dfp.java,2319,26.5,0,0,0,0,0,0,1,748,0,1,97119,math054,1,rEFail=0,rEPass=0
org/apache/commons/math3/util/ContinuedFraction.java,185,135,0,0.0454545454545455,0,1,0,0,2,443,10,2,125559,math031,2,rEFail=0,0<rEPass<1
org/apache/commons/math/util/MathUtils.java,208,1.5,1,0.214285714285714,0,0,1,9,1,27,1,1,57090,math092,1,rEFail=1,0<rEPass<1
org/apache/commons/math/optimization/direct/MultiDirectional.java,94,104,0,0.333333333333333,0,1,0,1,2,123,2,1,81234,math084,2,rEFail=0,0<rEPass<1
org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,175,8,0,0,0,0,0,0,1,64,2,1,96436,math057,1,rEFail=0,rEPass=0
org/apache/commons/math/complex/Complex.java,1018,18,0,0.00840336134453782,0,1,0,0,4,247,2,2,125815,math037,4,rEFail=0,0<rEPass<1
org/apache/commons/math3/linear/RectangularCholeskyDecomposition.java,69,74.5,0,0,0,0,0,0,2,178,1,2,134771,math021,2,rEFail=0,rEPass=0
org/apache/commons/math3/distribution/MultivariateNormalDistribution.java,183,72.5,0,0,0,0,0,0,1,473,1,1,154727,math011,1,rEFail=0,rEPass=0
org/apache/commons/math/ode/AbstractIntegrator.java,280,272,0,0,0,0,0,0,1,740,0,1,124792,math044,1,rEFail=0,rEPass=0
org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,188,129.5,1,0,1,0,0,0,1,356,0,1,113163,math050,1,rEFail=1,rEPass=0
org/apache/commons/math/util/MathUtils.java,412,11,0,0.219512195121951,0,0,0,9,1,22,1,1,56472,math094,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/distribution/UniformRealDistribution.java,184,2,0,0.103448275862069,0,3,0,0,2,243,0,1,134244,math022,2,rEFail=0,0<rEPass<1
org/apache/commons/math/complex/Complex.java,258,2.5,0,0.0121951219512195,0,0,0,1,1,19,3,1,47180,math096,1,rEFail=0,0<rEPass<1
org/apache/commons/math/fraction/BigFraction.java,735,2.5,0,0.36,0,8,0,1,2,23,1,1,124286,math036,2,rEFail=0,0<rEPass<1
org/apache/commons/math/complex/Complex.java,153,1.5,0,0.0103092783505155,0,1,0,0,1,12,9,1,107250,math053,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,419,123.5,0,0,0,0,0,0,2,399,15,2,87216,math068,2,rEFail=0,rEPass=0
org/apache/commons/math/linear/CholeskyDecompositionImpl.java,114,62,1,0.285714285714286,2,2,0,0,2,209,6,2,76769,math086,2,rEFail=1,0<rEPass<1
org/apache/commons/math/linear/OpenMapRealMatrix.java,50,14.5,1,NaN,1,0,0,0,1,28,0,1,123216,math045,1,rEFail=1,0<rEPass<1
org/apache/commons/math/util/MathUtils.java,543,3,1,0.214285714285714,0,0,2,9,2,31,0,1,59803,math099,2,rEFail=1,0<rEPass<1
org/apache/commons/math3/distribution/HypergeometricDistribution.java,268,46,0,0.0666666666666667,0,1,0,0,1,108,6,1,167351,math002,1,rEFail=0,0<rEPass<1
org/apache/commons/math/linear/ArrayRealVector.java,721,15,1,0.416666666666667,0,2,2,5,2,98,0,1,83485,math077,2,rEFail=1,0<rEPass<1
org/apache/commons/math/util/MathUtils.java,345,1,0,0.219512195121951,0,0,0,9,1,10,1,1,56844,math093,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/univariate/MultiStartUnivariateRealOptimizer.java,146,337,0,0,0,0,0,0,1,440,1,1,98555,math062,1,rEFail=0,rEPass=0
org/apache/commons/math3/fraction/Fraction.java,597,1,0,0.375,0,9,0,0,1,33,1,1,128413,math027,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/univariate/BrentOptimizer.java,44,45.5,0.5,0.333333333333333,1,1,2,1,4,290,3,4,89713,math066,4,0<rEFail<1,0<rEPass<1
org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,278,241,0,0,0,0,0,0,2,402,16,2,90792,math064,2,rEFail=0,rEPass=0
org/apache/commons/math3/geometry/euclidean/threed/Line.java,87,2.5,0,0,0,0,0,0,1,81,0,1,158552,math009,1,rEFail=0,rEPass=0
org/apache/commons/math3/optim/nonlinear/vector/Weight.java,43,92,0,0.125,0,1,0,0,1,131,8,1,154705,math014,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/optimization/linear/SimplexTableau.java,338,35.5,0,0.173913043478261,0,4,0,0,1,324,16,1,124488,math033,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/optimization/direct/CMAESOptimizer.java,932,19.5,0,0.36,0,9,0,0,1,972,3,1,136236,math018,1,rEFail=0,0<rEPass<1
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver.java,235,52,0,0.214285714285714,0,3,0,0,1,167,7,1,125243,math040,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,267,142,0,0.25,0,2,0,0,1,266,7,1,133852,math024,1,rEFail=0,0<rEPass<1
org/apache/commons/math/util/FastMath.java,3482,1.5,0,0,0,0,0,0,1,222,0,1,94563,math059,1,rEFail=0,rEPass=0
org/apache/commons/math/stat/Frequency.java,121,1,1,0.166666666666667,0,0,1,1,1,4,5,1,67536,math090,1,rEFail=1,0<rEPass<1
org/apache/commons/math/geometry/euclidean/threed/Rotation.java,344,18.5,0,0.416666666666667,0,2,0,3,1,101,1,1,110138,math052,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/stat/inference/MannWhitneyUTest.java,173,64,0,0.5,0,1,0,0,1,130,1,1,126072,math030,1,rEFail=0,0<rEPass<1
org/apache/commons/math/linear/OpenMapRealVector.java,370,12.5,0,0.375,0,3,0,0,1,126,1,1,113164,math049,1,rEFail=0,0<rEPass<1
org/apache/commons/math/distribution/FDistributionImpl.java,148,9,0,0.125,0,0,0,1,1,81,2,1,48021,math095,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/distribution/DiscreteDistribution.java,187,5,0,0.0833333333333333,0,1,0,0,1,94,0,1,159184,math008,1,rEFail=0,0<rEPass<1
org/apache/commons/math/linear/BigMatrixImpl.java,991,10,0,0.618181818181818,0,19,0,19,2,45,2,1,42417,math098,2,rEFail=0,0<rEPass<1
org/apache/commons/math/linear/EigenDecompositionImpl.java,1135,19.5,0,0,0,0,0,0,1,608,0,1,82452,math080,1,rEFail=0,rEPass=0
org/apache/commons/math/optimization/direct/BOBYQAOptimizer.java,1662,11,0,0.222222222222222,0,4,0,0,1,241,0,1,124868,math038,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/linear/SimplexSolver.java,82,117,0,0.153846153846154,0,2,0,0,1,196,13,1,81268,math082,1,rEFail=0,0<rEPass<1
org/apache/commons/math/stat/descriptive/moment/Variance.java,520,27.5,0,0,0,0,0,0,1,92,2,1,125280,math041,1,rEFail=0,rEPass=0
org/apache/commons/math3/linear/OpenMapRealVector.java,374,4,0,0,0,0,0,0,3,175,1,2,126109,math029,3,rEFail=0,rEPass=0
org/apache/commons/math3/optimization/linear/SimplexSolver.java,138,6.5,0,0.16,0,4,0,0,1,337,3,1,128409,math028,1,rEFail=0,0<rEPass<1
org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,247,498,0,0.6,0,3,0,0,1,1012,3,1,83986,math074,1,rEFail=0,0<rEPass<1
org/apache/commons/math/util/MathUtils.java,417,4.5,0,0.266666666666667,0,1,0,15,1,8,0,1,93843,math063,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/genetics/ListPopulation.java,209,1,1,0.777777777777778,0,7,1,0,1,20,0,1,124349,math034,1,rEFail=1,0<rEPass<1
org/apache/commons/math3/dfp/Dfp.java,1603,22,0,0,0,0,0,0,1,436,1,1,136900,math017,1,rEFail=0,rEPass=0
org/apache/commons/math/optimization/linear/SimplexTableau.java,413,56.5,0,0.181818181818182,0,4,0,0,1,297,18,1,125277,math042,1,rEFail=0,0<rEPass<1
org/apache/commons/math/fraction/Fraction.java,259,2,0,0.45,0,1,0,9,1,36,0,1,66102,math091,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/MultiStartUnivariateRealOptimizer.java,97,15,1,0,0,0,1,0,1,161,0,1,89043,math067,1,rEFail=1,rEPass=0
org/apache/commons/math/optimization/linear/SimplexTableau.java,341,37.5,0,0.166666666666667,0,2,0,0,1,216,10,1,81267,math083,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/fraction/Fraction.java,181,31,0,0.375,0,9,0,0,1,62,7,1,128413,math026,1,rEFail=0,0<rEPass<1
org/apache/commons/math/complex/Complex.java,260,1.5,0,0.0087719298245614,0,1,0,0,2,62,2,2,112929,math046,2,rEFail=0,0<rEPass<1
org/apache/commons/math3/fraction/BigFraction.java,306,12,0,0.36,0,17,0,1,2,129,0,1,168591,math001,2,rEFail=0,0<rEPass<1
org/apache/commons/math/analysis/solvers/BrentSolver.java,115,2.5,0,0.4,0,0,0,2,1,62,0,1,83231,math072,1,rEFail=0,0<rEPass<1
org/apache/commons/math/optimization/linear/SimplexTableau.java,339,1,0,0.2,0,2,0,0,1,210,2,1,76742,math088,1,rEFail=0,0<rEPass<1
org/apache/commons/math/stat/descriptive/SummaryStatistics.java,158,167.5,0,0.05,0,0,0,1,6,248,20,6,124821,math043,6,rEFail=0,0<rEPass<1
org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,189,307.5,1,0,1,0,0,0,1,385,6,1,113037,math048,1,rEFail=1,rEPass=0
org/apache/commons/math/optimization/general/AbstractLeastSquaresOptimizer.java,258,24.5,0,0.266666666666667,0,4,0,3,1,416,0,1,90582,math065,1,rEFail=0,0<rEPass<1
org/apache/commons/math3/ode/AbstractIntegrator.java,370,74,0,0.272727272727273,0,3,0,0,1,905,2,1,160500,math007,1,rEFail=0,0<rEPass<1
org/jfree/chart/plot/ValueMarker.java,95,3,0,0,0,0,0,0,1,28,0,1,190692,chart020,1,rEFail=0,rEPass=0
org/jfree/data/xy/XYSeries.java,548,7.5,0,0,0,0,0,0,1,42,3,1,210416,chart005,1,rEFail=0,rEPass=0
org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,741,9,0,0,0,0,0,0,1,112,1,1,190456,chart021,1,rEFail=0,rEPass=0
org/jfree/chart/util/ShapeList.java,111,15,0,0,0,0,0,0,2,125,1,2,199958,chart006,2,rEFail=0,rEPass=0
org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,65,1.5,0,NaN,0,0,0,0,1,2,0,1,199405,chart010,1,rEFail=0,0<rEPass<1
org/jfree/chart/util/ShapeUtilities.java,275,9.5,0,0,0,0,0,0,1,19,1,1,199331,chart011,1,rEFail=0,rEPass=0
org/jfree/data/time/TimePeriodValues.java,300,51,0,0,0,0,0,0,1,95,9,1,199441,chart007,1,rEFail=0,rEPass=0
org/jfree/chart/renderer/GrayPaintScale.java,126,2.5,0,0,0,0,0,0,1,8,0,1,189696,chart024,1,rEFail=0,rEPass=0
org/jfree/data/general/DatasetUtilities.java,755,92,0,0,0,0,0,0,2,134,4,1,226953,chart002,2,rEFail=0,rEPass=0
org/jfree/data/time/TimeSeries.java,1057,5.5,0,0.0277777777777778,0,0,0,1,1,126,2,1,226887,chart003,1,rEFail=0,0<rEPass<1
org/jfree/data/time/TimeSeries.java,944,8,0,0.0476190476190476,0,0,0,1,1,158,1,1,199405,chart009,1,rEFail=0,0<rEPass<1
org/jfree/data/category/DefaultIntervalCategoryDataset.java,207,1.5,0,0,0,0,0,0,8,33,6,8,198313,chart016,8,rEFail=0,rEPass=0
org/jfree/data/DefaultKeyedValues.java,318,3.5,0,0,0,0,0,0,4,72,0,4,197363,chart018,4,rEFail=0,rEPass=0
org/jsoup/parser/Parser.java,206,1.5,0,0,0,0,0,0,1,215,0,1,7139,jsoup005,1,rEFail=0,rEPass=0
org/jsoup/parser/Tokeniser.java,135,273.5,0,0,0,0,0,0,1,593,0,1,13752,jsoup023,1,rEFail=0,rEPass=0
org/jsoup/select/QueryParser.java,59,4.5,0,0,0,0,0,0,2,740,3,2,13699,jsoup021,2,rEFail=0,rEPass=0
org/jsoup/nodes/Entities.java,2235,15,0,0,0,0,0,0,2,21,0,1,7139,jsoup004,2,rEFail=0,rEPass=0
org/jsoup/nodes/Node.java,363,269.5,0,0,0,0,0,0,1,582,19,1,8217,jsoup008,1,rEFail=0,rEPass=0
org/jsoup/nodes/Node.java,107,19.5,0,0,0,0,0,0,4,608,8,4,12945,jsoup013,4,rEFail=0,rEPass=0
org/jsoup/nodes/Node.java,173,40,0,0,0,0,0,0,1,412,2,1,8296,jsoup010,1,rEFail=0,rEPass=0
org/jsoup/nodes/Document.java,125,5.5,0,0,0,0,0,0,1,355,0,1,3876,jsoup001,1,rEFail=0,rEPass=0
org/jsoup/nodes/Element.java,287,19.5,0,0,0,0,0,0,3,391,1,1,3929,jsoup003,3,rEFail=0,rEPass=0
org/jsoup/select/Selector.java,139,51,0,0,0,0,0,0,1,489,20,1,9234,jsoup012,1,rEFail=0,rEPass=0
org/jsoup/nodes/DocumentType.java,33,67,0.5,0.5,0,0,1,1,2,134,0,1,13150,jsoup016,2,0<rEFail<1,0<rEPass<1
org/jsoup/parser/CharacterReader.java,99,4.5,0,0,0,0,0,0,3,439,0,1,13154,jsoup018,3,rEFail=0,rEPass=0
org/jsoup/parser/TreeBuilderState.java,283,333,0,0,0,0,0,0,1,703,57,1,13163,jsoup015,1,rEFail=0,rEPass=0
org/jsoup/nodes/Element.java,435,1.5,0,0,0,0,0,0,3,510,0,1,13731,jsoup022,3,rEFail=0,rEPass=0
org/jsoup/safety/Whitelist.java,342,78.5,0,0,0,0,0,0,1,633,9,1,13190,jsoup019,1,rEFail=0,rEPass=0
org/apache/commons/codec/language/Metaphone.java,88,1.5,0,0.0246913580246914,0,0,0,2,5,121,2,2,5348,codec001,5,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/StringUtils.java,81,6,0,0.105263157894737,0,0,0,2,2,16,0,2,16759,codec018,2,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/Base64.java,446,18,0,0,0,0,0,0,2,77,4,2,6058,codec002,2,rEFail=0,rEPass=0
org/apache/commons/codec/net/QuotedPrintableCodec.java,184,10,0,0.25,0,4,0,0,5,46,7,3,9929,codec011,5,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/Base64InputStream.java,178,26.5,0,0.222222222222222,0,0,0,2,1,69,5,1,7256,codec006,1,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/Base64.java,225,25,0,0,0,0,0,0,2,81,4,2,6789,codec004,2,rEFail=0,rEPass=0
org/apache/commons/codec/language/Caverphone.java,76,31.5,0,0,0,0,0,0,1,62,10,1,7964,codec010,1,rEFail=0,rEPass=0
org/apache/commons/codec/binary/Base64.java,420,16,0,0.181818181818182,0,0,0,2,1,69,5,1,7222,codec008,1,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/Base64.java,670,1.5,0,0.104166666666667,0,2,0,3,2,121,2,2,7260,codec007,2,rEFail=0,0<rEPass<1
org/apache/commons/codec/language/Soundex.java,190,1,0,0.0714285714285714,0,0,0,2,1,41,6,1,14947,codec015,1,rEFail=0,0<rEPass<1
org/apache/commons/codec/binary/Base64.java,827,17.5,0,0.12,0,2,0,4,1,87,22,1,8553,codec009,1,rEFail=0,0<rEPass<1
org/apache/commons/codec/language/bm/PhoneticEngine.java,338,93.5,0,0,0,0,0,0,1,183,3,1,12974,codec014,1,rEFail=0,rEPass=0
org/apache/commons/codec/language/DoubleMetaphone.java,455,88.5,0,0,0,0,0,0,1,189,1,1,6689,codec003,1,rEFail=0,rEPass=0
org/apache/commons/lang3/RandomStringUtils.java,232,4.5,0.5,0,0,0,1,0,2,8,2,2,53645,lang012,2,0<rEFail<1,rEPass=0
org/apache/commons/lang3/ArrayUtils.java,3295,3,1,0.0833333333333333,0,0,1,1,1,8,0,1,45201,lang035,1,rEFail=1,0<rEPass<1
org/apache/commons/lang3/math/NumberUtils.java,1413,30,0,0.24,0,0,0,12,1,138,0,1,49820,lang024,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/text/translate/LookupTranslator.java,46,1,0,0,0,0,0,0,1,22,1,1,57073,lang004,1,rEFail=0,rEPass=0
org/apache/commons/lang3/StringUtils.java,788,2.5,0,0,0,0,0,0,1,4,1,1,52328,lang014,1,rEFail=0,rEPass=0
org/apache/commons/lang3/math/NumberUtils.java,458,44.5,0,0.337837837837838,0,0,0,25,1,75,2,1,53006,lang016,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/math/Fraction.java,584,19,0.5,0.695652173913043,0,0,1,16,2,57,8,2,49997,lang022,2,0<rEFail<1,0<rEPass<1
org/apache/commons/lang3/StringUtils.java,1678,4.5,0,0,0,0,0,0,10,58,2,4,46877,lang030,10,rEFail=0,rEPass=0
org/apache/commons/lang3/ArrayUtils.java,2962,4,1,0,0,0,1,0,1,7,1,1,45009,lang037,1,rEFail=1,rEPass=0
org/apache/commons/lang3/math/NumberUtils.java,468,3.5,0,0.358024691358025,0,0,0,29,1,21,3,1,57332,lang001,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/math/NumberUtils.java,491,38.5,0,0.244897959183673,0,0,0,12,2,165,1,2,45033,lang036,2,rEFail=0,0<rEPass<1
org/apache/commons/lang3/StringUtils.java,3298,9,0,0.0625,0,0,0,5,2,31,1,1,50523,lang020,2,rEFail=0,0<rEPass<1
org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,83,22.5,0,0.157894736842105,0,0,0,3,1,30,18,1,50601,lang017,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/StringUtils.java,3676,27.5,0,0.0615384615384615,0,0,0,4,1,57,1,1,44780,lang039,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/math/NumberUtils.java,593,3.5,0,0.3625,0,0,0,29,1,43,3,1,57147,lang003,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/StringUtils.java,1446,4.5,0,0,0,0,0,0,2,14,2,2,46799,lang031,2,rEFail=0,rEPass=0
org/apache/commons/lang3/math/NumberUtils.java,452,70.5,1,0.337837837837838,0,0,1,25,1,102,2,1,56333,lang007,1,rEFail=1,0<rEPass<1
org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,40,8.5,0,0,0,0,0,0,2,26,1,2,50531,lang019,2,rEFail=0,rEPass=0
org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,63,14,0,NaN,0,0,0,0,1,30,0,1,47844,lang028,1,rEFail=0,0<rEPass<1
org/apache/commons/lang3/time/FastDatePrinter.java,1134,17.5,0,0,0,0,0,0,2,253,2,2,54017,lang008,2,rEFail=0,rEPass=0
org/apache/commons/lang/ClassUtils.java,245,29,0,0.075,0,0,0,3,2,41,5,1,45482,lang041,2,rEFail=0,0<rEPass<1
org/apache/commons/lang3/math/NumberUtils.java,479,66.5,0,0.24,0,0,0,12,1,127,1,1,49012,lang027,1,rEFail=0,0<rEPass<1
org/apache/commons/lang/StringUtils.java,1048,1.5,0,0,0,0,0,0,1,4,1,1,45646,lang040,1,rEFail=0,rEPass=0
org/apache/commons/lang3/builder/HashCodeBuilder.java,107,18,0,0,0,0,0,0,1,47,3,1,45806,lang032,1,rEFail=0,rEPass=0
org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,95,33.5,0,0.0543478260869565,0,0,0,5,1,70,0,1,56326,lang006,1,rEFail=0,0<rEPass<1
